,score,popularity,genre
5354,7.18,1698,"Comedy, Romance, School, Shoujo Ai"
5355,6.96,3801,"Hentai, Historical"
5356,6.79,5024,"Magic, Harem, Romance, Drama"
5357,6.41,8744,"Adventure, Comedy, Kids, Fantasy"
5358,6.23,8287,Slice of Life
5359,7.85,1045,"Action, Harem, Comedy, Parody, Romance, Shounen"
5360,6.63,4842,Comedy
5361,5.95,3698,"Comedy, Magic, Slice of Life"
5362,4.19,7925,"Parody, Horror, Demons"
5363,6.32,6775,"Action, Drama, Mecha, Military, Sci-Fi"
5364,6.69,4258,"Fantasy, School"
5365,7.82,1420,"Adventure, Drama, Fantasy, Shounen"
5366,8.33,982,"Sci-Fi, Thriller"
5367,7.86,413,"Game, Comedy, Romance"
5368,6.74,3439,"Action, Sci-Fi, Adventure"
5369,6.65,3132,"Comedy, Drama"
5370,6.55,4513,Hentai
5371,6.71,5173,"Adventure, Drama, Fantasy"
5372,5.48,10076,"Comedy, Historical, Shounen"
5373,6.94,6695,"Action, Supernatural, Historical, Drama"
5374,8.11,670,"Comedy, Sports, Drama, Shounen"
5375,7.49,3565,"School, Shounen, Sports"
5376,5.88,9139,"Adventure, Comedy, Kids"
5377,6.41,12097,"Action, Drama, Seinen"
5378,7.83,2313,"Demons, Magic, Romance, Shoujo"
5379,7.8,774,"Action, Comedy, Super Power, School"
5380,7.7,716,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller"
5381,5.81,2686,"Action, Sci-Fi, Space, Mecha"
5382,6.62,1578,"Adventure, Fantasy, Shounen"
5383,7.26,5448,"Action, Sci-Fi, Space, Mecha, School, Seinen"
5384,7.22,1713,"Comedy, School"
5385,7.3,8677,"Fantasy, Magic, School, Shoujo"
5386,6.87,6242,"Fantasy, Sci-Fi"
5387,7.35,458,"Comedy, Drama, Romance, School"
5388,7.28,2323,"Adventure, Fantasy, Shounen, Supernatural"
5389,6.66,2298,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural"
5390,5.91,6705,"Hentai, Fantasy"
5391,6.02,5075,"Historical, Horror, Supernatural"
5392,6.18,10692,"Comedy, Mecha, Sci-Fi, Shounen"
5393,6.67,1945,"Action, Comedy, Horror, Mystery, Police, Supernatural"
5394,7.73,2666,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
5395,6.68,3053,"Comedy, Romance, School, Slice of Life"
5396,6.3,5507,"Harem, Hentai"
5397,5.46,2870,"Slice of Life, Seinen"
5398,7.19,2072,"Action, Drama, Historical, Samurai"
5399,6.17,8730,"Comedy, Slice of Life, Seinen"
5400,6.06,8304,"Sci-Fi, Seinen"
5401,6.71,4130,Comedy
5402,7.13,1125,"Adventure, Fantasy, Magic"
5403,6.31,1218,"Ecchi, Romance, School"
5404,7.55,1784,"Adventure, Historical, Drama, Fantasy, Shounen"
5405,7.81,3721,"Action, Adventure, Sci-Fi, Space"
5406,7.74,3993,"Slice of Life, Comedy"
5407,5.74,9683,"Adventure, Martial Arts, School, Shoujo"
5408,5.57,689,"Action, Shounen, Super Power"
5409,7.56,2047,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
5410,7.48,439,"Action, Adventure, Magic, Fantasy"
5411,6.77,7588,"Adventure, Demons, Supernatural"
5412,6.52,6063,Music
5413,6.84,4276,"Adventure, Fantasy, Kids"
5414,7.1,5794,Comedy
5415,7.71,735,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
5416,6.79,7866,"Mystery, Comedy, Super Power"
5417,6.89,4549,"Comedy, Sports, Drama, Shounen"
5418,6.3,9333,"Fantasy, Comedy, Kids"
5419,7.96,2723,"Adventure, Fantasy, Magic, Comedy, Shounen"
5420,5.55,8833,Mystery
5421,7.26,2246,"Comedy, Romance, Slice of Life"
5422,6.98,8783,"Adventure, Fantasy"
5423,6.83,1834,"Comedy, Ecchi, Harem, Romance, Supernatural"
5424,4.31,11903,"Comedy, Kids"
5425,6.98,1070,"Horror, Supernatural, Vampire"
5426,6.26,3092,Music
5427,5.61,11289,"Comedy, Kids"
5428,6.0,13044,"Historical, Martial Arts"
5429,7.5,3749,"School, Shounen, Sports"
5430,7.38,2600,"Action, Comedy, Super Power, Martial Arts, Shounen"
5431,6.51,4272,Fantasy
5432,6.88,2436,"Comedy, Magic, Ecchi, Fantasy"
5433,7.34,4715,"Action, Drama, Shounen, Sports"
5434,7.17,5517,"Slice of Life, Comedy, School, Seinen"
5435,6.86,3740,"Adventure, Comedy, Sci-Fi, Shounen"
5436,7.17,3578,Comedy
5437,6.2,3637,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural"
5438,6.34,7314,Comedy
5439,8.59,384,"Drama, Historical, Seinen, Thriller"
5440,6.38,8707,Drama
5441,6.42,1809,"Action, Sci-Fi"
5442,4.56,2722,"Ecchi, Comedy, Harem, School"
5443,6.46,5731,"Action, Sci-Fi"
5444,7.9,3561,"Action, Adventure, Comedy, Drama, Seinen"
5445,7.07,3712,Hentai
5446,8.27,191,"Slice of Life, Psychological, Drama, Romance"
5447,6.0,7393,"Action, Adventure, Sci-Fi"
5448,8.34,108,"Action, Supernatural, Magic, Fantasy"
5449,6.62,789,"Harem, Comedy, Romance, Ecchi, School"
5450,7.29,1454,"Historical, Drama, Seinen"
5451,6.54,10400,"Sci-Fi, Mecha, Shounen"
5452,6.67,8925,"Comedy, Mystery, Super Power"
5453,7.55,2637,"Action, Adventure, Supernatural"
5454,7.63,83,"Action, Military, Supernatural, Drama, Vampire, Shounen"
5455,7.95,96,"Drama, Romance, Slice of Life"
5456,8.12,442,"Action, Sci-Fi, Super Power"
5457,7.52,933,"Slice of Life, Comedy, Romance, School"
5458,6.22,3874,"Dementia, Horror, Supernatural"
5459,7.45,3628,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
5460,6.96,6428,"Adventure, Fantasy, Demons, Historical"
5461,6.9,1477,"Adventure, Comedy, Drama, Fantasy, Kids"
5462,7.15,4250,"Comedy, Romance, School, Shoujo, Slice of Life"
5463,6.49,4326,"Comedy, School, Shounen"
5464,6.18,8561,"Sports, Martial Arts, Seinen"
5465,6.76,3679,"Comedy, School, Slice of Life"
5466,7.33,3758,"Drama, Sports"
5467,5.83,11267,"Comedy, Kids"
5468,8.75,233,"Action, Comedy, School, Shounen, Super Power"
5469,6.53,4202,"Adventure, Horror, Mecha"
5470,7.59,2798,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
5471,6.71,5103,Hentai
5472,6.13,5906,Hentai
5473,7.32,2590,"Slice of Life, Comedy"
5474,6.22,9020,"Action, Thriller"
5475,7.24,5599,"Action, Mecha, Sci-Fi, Super Power"
5476,8.17,3454,"Action, Military, Sci-Fi, Space"
5477,6.74,4713,"Drama, Fantasy, Kids"
5478,6.71,4442,"Action, Seinen"
5479,7.85,3083,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
5480,8.3,174,"Slice of Life, Fantasy, Magic, Shounen"
5481,7.25,2416,"Comedy, Ecchi, School"
5482,7.04,2938,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen"
5483,6.48,7090,"Comedy, Fantasy"
5484,6.48,3244,"Action, Drama, Magic, Fantasy, School"
5485,7.12,5835,"Comedy, Kids"
5486,7.29,2084,"Action, Adventure, Fantasy, Game, Sci-Fi"
5487,7.18,1360,"Sci-Fi, Romance, School"
5488,6.22,11982,"Slice of Life, Adventure, Historical, Drama"
5489,5.8,9265,"Action, Parody, Magic, Comedy, Sci-Fi"
5490,7.14,507,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
5491,6.45,3701,"Adventure, Mecha, Sci-Fi, Space"
5492,6.41,8015,"Comedy, Kids"
5493,7.86,2733,"Comedy, Drama, Shounen, Sports"
5494,5.98,6200,"Ecchi, Fantasy"
5495,6.51,6024,"Comedy, Drama"
5496,7.19,2181,"Adventure, Music, Comedy, Drama, School, Seinen"
5497,6.33,7336,"Drama, Music, Shounen"
5498,5.02,1902,"Hentai, Yaoi"
5499,7.38,3220,"Sci-Fi, Mystery, Police, Psychological, Shoujo"
5500,7.0,1983,"Comedy, Super Power, Mystery"
5501,6.83,3490,Hentai
5502,6.71,2683,"Ecchi, Romance, School, Drama"
5503,6.65,3785,"Comedy, Supernatural"
5504,7.73,1699,"Supernatural, Drama"
5505,7.97,1222,"Parody, Comedy, School"
5506,4.14,11022,"Comedy, Parody, Kids, School"
5507,7.39,5549,"Action, Fantasy, Magic, Shoujo"
5508,5.05,3961,"Supernatural, Drama, Vampire, Shounen Ai"
5509,8.21,91,"Action, Adventure, Fantasy, Magic, Shounen"
5510,8.09,921,"Action, Fantasy, Super Power"
5511,5.7,7609,"Action, Sci-Fi"
5512,6.17,9402,"Comedy, Shounen"
5513,4.93,10694,"Action, Sci-Fi, Comedy"
5514,6.61,4083,"Drama, Music, Romance, Sports, Yaoi"
5515,6.03,10597,"Comedy, Kids, Sports"
5516,6.53,7642,"Action, Sci-Fi, Demons"
5517,6.9,1978,"Action, Ecchi, Martial Arts, School, Super Power"
5518,5.49,4640,"Adventure, Comedy, Fantasy, Mecha"
5519,6.44,12258,"Comedy, Sci-Fi, Shounen"
5520,7.35,2249,"Adventure, Comedy, Fantasy"
5521,4.76,11720,Slice of Life
5522,6.72,3853,Music
5523,8.06,1206,"Action, Adventure, Comedy, Demons, Supernatural, Shounen"
5524,7.05,1188,"Comedy, Ecchi, Seinen"
5525,7.4,4294,"Slice of Life, Comedy, School"
5526,6.23,3915,"Drama, Romance, School"
5527,8.22,399,"Harem, Comedy, Supernatural, Romance, Shounen"
5528,5.83,8678,"Action, Military, Sci-Fi, Adventure, Mecha"
5529,7.24,425,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life"
5530,7.25,3345,Hentai
5531,7.36,3574,"Drama, Fantasy, Historical, Kids, Mystery"
5532,7.42,2382,"Action, Mecha, Romance, Sci-Fi"
5533,7.39,801,"Comedy, Drama, Romance, Ecchi, Shounen"
5534,7.55,1983,"Action, Magic, Fantasy, School"
5535,6.78,7718,"Slice of Life, Historical, Drama, School"
5536,5.62,10112,"Mystery, Shoujo"
5537,5.86,5922,Hentai
5538,7.51,1344,"Slice of Life, Comedy, Drama, Romance, Shounen Ai"
5539,6.06,10890,"Drama, Kids"
5540,5.52,8256,"Action, Military, Sci-Fi, Drama, Shoujo"
5541,7.44,782,"Comedy, School, Slice of Life"
5542,7.54,3432,"Action, Military, Sci-Fi, Historical, Drama, Seinen"
5543,7.77,905,"Action, Military, Sci-Fi"
5544,6.98,437,"Action, Comedy, School, Shounen, Super Power, Supernatural"
5545,6.19,9518,"Slice of Life, Kids"
5546,7.21,2044,"Adventure, Fantasy, Kids, Sci-Fi"
5547,7.29,2104,"Comedy, Drama, Romance, School, Yaoi"
5548,6.67,11542,"Music, Slice of Life, Drama"
5549,5.49,3252,"Harem, Historical, Romance, Fantasy, Shoujo"
5550,7.77,2371,"Slice of Life, Shoujo"
5551,7.25,5617,"Adventure, Fantasy, Magic, Romance"
5552,6.94,4828,"Mecha, Sci-Fi"
5553,7.62,1414,"Slice of Life, Drama, Romance"
5554,8.05,1083,"Sci-Fi, Slice of Life, Comedy, Supernatural, Seinen"
5555,6.46,1685,"Action, Game, Sci-Fi, School"
5556,8.01,387,"Slice of Life, Comedy, Drama"
5557,6.59,3658,"Slice of Life, Comedy"
5558,5.98,2385,"Action, Super Power, Shounen"
5559,5.8,12951,"Comedy, Historical, Kids"
5560,6.34,6288,"Comedy, Samurai, Seinen"
5561,8.35,44,"Romance, Supernatural, Mystery, Vampire"
5562,6.81,1558,"Slice of Life, Comedy"
5563,6.65,8316,Hentai
5564,8.04,804,Drama
5565,6.78,5660,"Drama, Romance"
5566,6.17,9273,"Drama, Romance"
5567,5.07,5576,"Action, Shoujo"
5568,7.58,872,"Slice of Life, Comedy, Drama, Romance, School"
5569,6.45,2467,"Action, Sci-Fi, Horror, Fantasy"
5570,5.0,13237,"Adventure, Kids"
5571,7.22,6277,"Music, School, Shoujo"
5572,5.96,10337,"Slice of Life, Comedy"
5573,7.81,160,"Action, Mystery, Comedy, Supernatural, Seinen"
5574,6.65,5188,"Hentai, School"
5575,7.75,309,"Action, Mystery, Supernatural, Thriller"
5576,7.6,1414,"Sci-Fi, Drama"
5577,6.23,7640,"Action, Sci-Fi, Adventure, Comedy, Shounen"
5578,5.66,8469,"Sci-Fi, Comedy, Romance, Shounen"
5579,8.88,37,"Drama, Music, Romance, School, Shounen"
5580,6.14,6717,"Action, Drama, Fantasy, Shoujo, Supernatural"
5581,7.4,4420,"Action, Martial Arts, Comedy, School, Shounen"
5582,7.76,1553,"Action, Sci-Fi, Space, Comedy, Drama, Mecha"
5583,6.67,1733,"Slice of Life, Comedy, Romance"
5584,7.44,3022,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
5585,7.53,1723,"Game, Comedy, Romance"
5586,5.87,5700,"Adventure, Comedy, Mecha"
5587,8.12,1647,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
5588,7.91,2232,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power"
5589,7.24,3748,"Action, Horror, Sci-Fi"
5590,8.06,2943,"Game, Shounen"
5591,7.27,5463,"Action, Fantasy, Magic, Shoujo"
5592,6.49,2459,"Drama, Romance, Supernatural"
5593,3.46,13281,"Comedy, Parody"
5594,7.89,137,"Action, Military, Adventure, Fantasy"
5595,6.83,1227,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
5596,6.77,2342,"Action, Military, Sci-Fi, Fantasy"
5597,5.68,10656,"Sci-Fi, Drama, Seinen"
5598,7.1,2875,"Comedy, Magic, Ecchi"
5599,7.52,1757,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
5600,6.78,8053,"Magic, Shoujo"
5601,7.47,1156,"Slice of Life, Comedy, Romance"
5602,6.06,2781,"Ecchi, Harem, Romance"
5603,7.2,1047,"Comedy, Music, Romance, Shoujo, Shounen Ai"
5604,6.56,8981,"Slice of Life, Comedy, School"
5605,7.4,1435,"Action, Horror"
5606,6.89,4634,"Action, Demons, Supernatural, Magic, Fantasy"
5607,7.18,2937,"Comedy, School, Seinen, Slice of Life"
5608,6.69,2363,"Seinen, Slice of Life"
5609,6.76,6360,"Comedy, Shounen"
5610,7.08,1223,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
5611,8.2,2697,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
5612,5.9,3466,"Comedy, Shoujo Ai"
5613,6.85,2458,"Adventure, Comedy, Drama, Fantasy, Kids"
5614,6.38,7537,"Hentai, Romance"
5615,5.14,7455,Action
5616,7.4,247,"Comedy, School, Seinen, Slice of Life"
5617,6.79,4561,"Action, Martial Arts, Comedy, Demons, Shounen"
5618,7.02,5864,Music
5619,7.85,1128,"Comedy, Demons, Supernatural, Fantasy, Seinen"
5620,7.83,537,"Comedy, Parody, Shounen, Supernatural"
5621,6.3,1197,"Action, Ecchi, Fantasy, Shoujo Ai"
5622,6.92,4233,"Comedy, Harem, Romance, School"
5623,7.91,3353,"Action, Cars, Seinen, Sports"
5624,6.51,11294,"Slice of Life, Comedy, Shoujo"
5625,6.37,8815,"Comedy, Sci-Fi, Shounen"
5626,6.44,2859,"Comedy, Parody, School, Shounen Ai"
5627,7.32,3848,Music
5628,7.4,1501,"Adventure, Sci-Fi"
5629,6.88,3199,"Adventure, Magic, Supernatural"
5630,5.72,8876,"Action, Samurai, Sci-Fi"
5631,7.36,1551,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen"
5632,8.12,697,"Mystery, Supernatural, Drama, Romance"
5633,6.1,5643,Hentai
5634,7.21,574,"Action, Slice of Life, Drama, School"
5635,6.63,3667,"Comedy, Music, Slice of Life"
5636,7.44,1016,"Action, Adventure, Magic, Fantasy"
5637,6.31,6342,"Comedy, Parody"
5638,7.91,4662,"Historical, Drama"
5639,5.89,10413,"Police, Supernatural, Mystery"
5640,7.53,734,"Mystery, Comedy, Psychological, Supernatural, Thriller"
5641,6.62,2069,"Comedy, Slice of Life"
5642,7.11,9194,"Action, Historical, Martial Arts, Fantasy"
5643,6.62,3571,Romance
5644,6.51,1642,"Comedy, Parody, Fantasy"
5645,5.64,6156,Fantasy
5646,7.2,7296,"Slice of Life, Comedy"
5647,7.19,461,"Action, Supernatural, Drama, Magic, Fantasy"
5648,6.99,2474,"Comedy, Parody, School, Sci-Fi, Shounen"
5649,7.03,2087,"Comedy, Fantasy, Slice of Life"
5650,6.66,8278,"Action, Sci-Fi, Comedy, Drama"
5651,7.78,6622,Drama
5652,7.63,803,"Action, Adventure, Fantasy, Magic, Comedy, Shounen"
5653,6.52,8130,"Action, Sci-Fi, Space, Super Power"
5654,5.88,10461,"Romance, School"
5655,6.4,3206,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural"
5656,5.61,1929,Horror
5657,7.91,2120,"Comedy, Sports"
5658,6.6,5543,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports"
5659,6.94,1168,"Comedy, School, Seinen"
5660,7.42,3616,"Adventure, Mystery, Comedy, Police, Shounen"
5661,4.4,13694,Music
5662,7.94,1185,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space"
5663,7.79,2194,"Drama, Mecha, Military, Romance, Sci-Fi, Space"
5664,6.59,3750,"Adventure, Comedy, Fantasy, Kids"
5665,6.31,5989,Hentai
5666,7.58,3508,"Slice of Life, Comedy, School, Seinen"
5667,7.1,1475,"Comedy, Romance, Vampire, Fantasy, Seinen"
5668,7.38,3459,"Action, Military, Fantasy"
5669,6.99,1796,Ecchi
5670,7.47,966,"Slice of Life, Psychological, Drama, Magic, Fantasy"
5671,7.52,976,"Comedy, Harem, Romance, School, Shounen"
5672,5.75,12146,"Comedy, Kids"
5673,5.85,5102,"Slice of Life, Magic, Romance"
5674,7.23,2336,Music
5675,6.17,7772,"Action, Adventure, Comedy, Fantasy, Romance"
5676,7.03,4795,"Ecchi, Romance, Comedy, Military, Sci-Fi"
5677,6.94,4131,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen"
5678,7.02,2475,"Drama, Romance"
5679,6.52,7774,Comedy
5680,7.52,1885,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo"
5681,7.16,3328,"Mystery, Police, Supernatural"
5682,5.86,6896,"Sci-Fi, Music, Space"
5683,5.99,3277,"Action, Adventure, Comedy, Fantasy, Magic"
5684,8.2,752,"Drama, Historical, Romance"
5685,7.78,1648,"Music, School, Slice of Life"
5686,6.71,6504,"Romance, Drama, Shounen"
5687,6.04,5528,"Action, Mecha, Sci-Fi"
5688,7.95,4065,"Action, Military, Sci-Fi, Space, Drama, Mecha"
5689,6.45,8546,"Action, Sci-Fi, Space, Mecha"
5690,5.29,10087,Fantasy
5691,7.38,837,"Action, Comedy, Ecchi, Sci-Fi, Super Power"
5692,7.21,1380,"Psychological, Supernatural, Dementia, Mystery, Horror, Drama"
5693,3.69,3892,"Comedy, Ecchi, Shounen"
5694,6.91,5046,"Mecha, Music, Slice of Life"
5695,7.75,869,"Sci-Fi, Psychological, Drama, Mecha"
5696,6.96,6730,"Action, Fantasy, Magic, Shoujo"
5697,6.45,4854,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen"
5698,7.93,3871,"Action, Comedy, Mystery, Shounen"
5699,7.25,2928,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo"
5700,8.15,1614,"Action, Cars, Sports, Drama, Seinen"
5701,6.54,5462,Hentai
5702,7.01,6054,"Sci-Fi, Music, Slice of Life, Comedy"
5703,6.37,3042,"Action, Historical, Drama"
5704,6.74,820,"Sci-Fi, Harem, Comedy, Romance, Ecchi"
5705,6.69,4482,Hentai
5706,6.57,8043,"Game, Sci-Fi"
5707,4.05,12739,"Comedy, Fantasy, Kids"
5708,7.06,5814,"Cars, Sports, Shounen"
5709,7.57,541,"Comedy, Seinen, Slice of Life"
5710,8.44,27,"Action, Comedy, School, Shounen, Super Power"
5711,6.96,4234,"Action, Super Power, Martial Arts"
5712,7.33,1943,"Sports, Mecha, Shounen"
5713,7.75,1096,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
5714,7.12,5759,"Adventure, Romance, Shoujo"
5715,6.74,5759,"Ecchi, Fantasy, Magic"
5716,7.24,579,"Action, Comedy, Magic, Fantasy"
5717,6.72,4212,"Adventure, Drama, Mecha, Romance, Sci-Fi"
5718,6.85,1741,"Comedy, Romance, Ecchi"
5719,6.53,7300,"Action, Military, Sci-Fi, Space"
5720,7.16,4781,"Action, Adventure, Space, Sci-Fi"
5721,7.27,202,"Sci-Fi, Slice of Life, Mystery, Comedy, Parody, Romance, School"
5722,6.63,5991,Comedy
5723,5.93,10733,Slice of Life
5724,7.71,2444,"Action, Super Power, Supernatural"
5725,5.42,10099,"Comedy, Parody, Sports, Mecha"
5726,6.77,3726,"Sci-Fi, Adventure, Mecha, Shounen"
5727,6.46,6075,"Action, Mecha, Historical"
5728,6.45,4516,"Comedy, Mystery, Super Power"
5729,7.16,8470,"Music, Slice of Life, School, Shoujo"
5730,8.63,594,"Action, Mystery, Supernatural, Drama, Romance, Thriller"
5731,6.67,7278,"Comedy, School"
5732,7.56,1566,"Horror, Mystery, Romance, School, Shounen, Supernatural"
5733,7.64,1540,"Action, Ecchi, Comedy, Harem, Romance, Demons, School"
5734,6.72,5561,"Action, Adventure, Drama, Mecha, Sci-Fi"
5735,5.85,6610,"Romance, Shoujo"
5736,6.65,2957,"Action, Historical, Samurai"
5737,6.95,3096,"Action, Fantasy"
5738,5.35,4378,Music
5739,7.66,2205,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
5740,6.4,8350,"Comedy, Romance, Sci-Fi"
5741,7.08,906,"Action, Sci-Fi, Horror"
5742,7.83,163,"Action, Adventure, Drama, Fantasy"
5743,5.83,6458,"Action, Martial Arts, Hentai"
5744,5.85,6964,Hentai
5745,7.41,1794,"Comedy, Romance, School, Shounen"
5746,7.36,4053,"Mecha, Sci-Fi, Shounen, Sports"
5747,7.75,1881,"Adventure, Military, Romance"
5748,6.56,3824,"Action, Adventure, Fantasy, Supernatural, Historical, Drama"
5749,7.9,517,"Action, Adventure, Comedy, Supernatural, Shounen"
5750,6.19,5022,"Comedy, Ecchi, Romance, Shounen, Slice of Life"
5751,7.78,953,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
5752,6.82,2517,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire"
5753,7.35,6860,Comedy
5754,7.22,5691,Comedy
5755,7.28,9937,"Parody, Magic"
5756,7.79,1688,"Comedy, Slice of Life"
5757,8.16,1495,"Sports, Romance, School, Shounen"
5758,7.19,6576,Sci-Fi
5759,6.93,3368,"Drama, Romance, School"
5760,7.48,1841,"Comedy, Magic, Ecchi, Fantasy, Shounen"
5761,7.36,3476,"Horror, Kids, Mystery, Supernatural"
5762,7.94,1605,"Action, Fantasy, Mecha, Military, Shounen"
5763,6.11,7088,"Slice of Life, Kids, Magic, Fantasy"
5764,5.56,11057,Comedy
5765,6.58,5601,"Comedy, Ecchi, Police, Shounen"
5766,6.39,3536,"Action, Supernatural, Demons, Shounen"
5767,7.37,2141,"Adventure, Fantasy, Comedy, Military, Drama, Shounen"
5768,8.34,808,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural"
5769,5.46,2357,"Comedy, School"
5770,5.83,3938,Sci-Fi
5771,7.66,2564,"Slice of Life, Drama, Magic, Fantasy"
5772,8.01,3441,"Drama, Historical"
5773,7.54,2966,"Music, Comedy, Drama"
5774,7.06,3357,"Adventure, Comedy, Horror"
5775,8.19,757,"Adventure, Mystery, Sci-Fi, Slice of Life"
5776,6.51,2812,"Action, Super Power, Supernatural, Ecchi, Seinen"
5777,8.06,6859,"Action, Comedy, Romance, Fantasy"
5778,7.59,2331,"Slice of Life, Comedy"
5779,6.73,2968,"Ecchi, Comedy, Sci-Fi"
5780,6.14,8270,Adventure
5781,7.2,3185,Hentai
5782,7.86,2922,"Action, Historical, Supernatural, Drama, Samurai, Josei"
5783,6.79,1945,"Slice of Life, Comedy, Kids"
5784,7.13,4829,"Action, Adventure, Martial Arts, Comedy, Shounen"
5785,6.43,6228,Hentai
5786,5.26,10433,Comedy
5787,7.31,3337,"Game, Psychological"
5788,6.46,9421,Comedy
5789,4.78,13596,Music
5790,4.02,10936,"Hentai, Romance"
5791,7.22,817,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi"
5792,4.83,8986,"Comedy, Sci-Fi"
5793,6.99,3222,"Comedy, Fantasy, Parody"
5794,6.94,4944,"Historical, Mystery"
5795,6.86,8302,"Sci-Fi, Adventure, Drama"
5796,4.88,13899,"Adventure, Fantasy, Kids"
5797,5.72,8152,"Game, Psychological, Seinen"
5798,6.5,2038,"Action, Fantasy, Game, Shounen"
5799,6.94,6286,"Comedy, Sports, Drama, Shounen"
5800,6.87,3074,"Slice of Life, Comedy, Supernatural, School"
5801,7.73,2200,"Action, Sports, Shounen"
5802,5.69,8262,"Comedy, Sports, Shounen"
5803,6.39,4308,"Action, Historical, Supernatural, Drama, Magic, Fantasy"
5804,6.95,1976,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
5805,7.75,818,"Comedy, Magic, Ecchi, Fantasy, Shounen"
5806,6.43,6189,"Sci-Fi, Adventure, Supernatural"
5807,6.58,2760,"Comedy, Ecchi, Romance, School, Shounen"
5808,6.22,717,"Action, Comedy, Ecchi, Shounen, Supernatural"
5809,8.29,150,"Slice of Life, Comedy, Drama, Romance, School"
5810,6.87,5426,Hentai
5811,5.17,6126,Hentai
5812,6.37,5903,"Action, Historical, Military, Super Power"
5813,6.49,1317,"Comedy, Slice of Life"
5814,6.1,5878,Hentai
5815,7.88,841,"Action, Adventure"
5816,7.02,681,"Action, Demons, Supernatural"
5817,7.22,2143,"Comedy, Sports, Ecchi, School, Shounen"
5818,7.82,664,"Action, Super Power, Adventure, Martial Arts, Shounen"
5819,4.9,3295,"Harem, Slice of Life"
5820,7.92,1612,"Comedy, Parody, School"
5821,6.58,7164,"Comedy, School, Shoujo, Shounen Ai, Slice of Life"
5822,5.81,7585,"Action, Super Power, Martial Arts, School"
5823,5.97,9757,"Comedy, Parody, Seinen, Sports, Super Power"
5824,5.96,8508,"Adventure, Comedy, Ecchi, Fantasy, Magic"
5825,6.75,7955,"Slice of Life, Magic, Fantasy"
5826,8.05,3360,"Adventure, Comedy, Mystery, Police, Shounen"
5827,8.16,365,"Action, Comedy, School"
5828,6.82,4087,"Fantasy, Hentai"
5829,7.15,567,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai"
5830,8.47,853,"Action, Fantasy, Magic, Supernatural"
5831,6.55,3341,"Harem, Comedy, Romance"
5832,7.94,4258,"Drama, Fantasy, Magic, Slice of Life"
5833,7.35,1738,"Horror, Mystery, Psychological, Thriller"
5834,7.38,1934,"Mystery, Romance, Supernatural"
5835,7.96,1330,"Adventure, Comedy, Romance, Shounen"
5836,5.54,11390,"Comedy, Parody"
5837,6.31,5661,Sci-Fi
5838,6.7,2481,"Adventure, Comedy, Sports"
5839,8.35,777,"Slice of Life, Comedy"
5840,7.72,330,"Action, Sci-Fi, Mystery, Drama"
5841,6.63,5502,Hentai
5842,6.06,4280,Parody
5843,6.33,12257,"Slice of Life, Historical, Drama, Seinen"
5844,6.89,1536,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy"
5845,8.26,1567,"Fantasy, Sci-Fi, Shounen, Slice of Life"
5846,6.83,3378,"Action, Adventure, Cars, Sci-Fi"
